Order Date,Category,Item Name,Supplier,Quantity,Unit Cost,Total Cost
2023-07-10,Textiles,Queen Size Comforter,TXT-003,25,26.56,663.94
2023-07-10,Textiles,Women's V-Neck T-Shirt,TXT-002,17,3.39,57.71
2023-07-17,Food,Great Value Large Eggs (1 Dozen),FOD-003,33,2.37,78.2
2023-07-17,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,40,4.06,162.21
2023-07-17,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,39,1.3,50.62
2023-07-17,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,35,8.69,304.17
2023-07-17,Textiles,Men's Athletic Shorts,TXT-002,15,8.61,129.11
2023-07-17,Textiles,Twin Size Sheet Set,TXT-001,15,9.01,135.22
2023-07-24,Food,Fresh Strawberries (1 lb),FOD-002,36,2.77,99.71
2023-07-24,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,25,3.7,92.5
2023-07-24,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,20,18.42,368.41
2023-07-24,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,19,2.83,53.69
2023-07-24,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-002,11,5.46,60.11
2023-07-24,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,29,3.69,106.99
2023-07-24,Textiles,Men's Fleece Hoodie,TXT-001,21,11.08,232.72
2023-07-24,Textiles,Twin Size Sheet Set,TXT-001,34,9.72,330.61
2023-07-24,Textiles,Women's Skinny Jeans,TXT-002,23,13.2,303.69
2023-07-31,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,6,85.17,511.02
2023-07-31,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,12,20.12,241.48
2023-07-31,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,15,7.56,113.47
2023-07-31,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,18,37.59,676.61
2023-07-31,Food,Coca-Cola Soda (12-pack Cans),FOD-003,33,5.14,169.56
2023-07-31,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,26,4.11,106.87
2023-07-31,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,40,1.21,48.59
2023-07-31,Food,Skippy Creamy Peanut Butter (40 oz),FOD-002,38,4.1,155.94
2023-07-31,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,23,9.1,209.25
2023-08-07,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,18,64.31,1157.57
2023-08-07,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,7,131.52,920.64
2023-08-07,Food,Bananas (by the pound),FOD-003,40,0.74,29.79
2023-08-07,Food,Coca-Cola Soda (12-pack Cans),FOD-003,25,5.72,143.09
2023-08-07,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,32,3.28,104.94
2023-08-07,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,34,8.44,286.91
2023-08-07,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,26,16.32,424.35
2023-08-07,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,11,2.72,29.96
2023-08-07,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-002,25,5.84,146.02
2023-08-07,Textiles,Bath Towel Set (2-pack),TXT-003,23,7.22,166.13
2023-08-07,Textiles,Kids' Graphic Tee,TXT-003,21,2.85,59.88
2023-08-07,Textiles,Men's Athletic Shorts,TXT-002,17,7.86,133.6
2023-08-07,Textiles,Women's Skinny Jeans,TXT-003,22,13.77,302.91
2023-08-14,Food,Bananas (by the pound),FOD-002,24,0.82,19.73
2023-08-14,Food,Fresh Strawberries (1 lb),FOD-001,31,2.92,90.52
2023-08-14,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,32,3.41,108.99
2023-08-14,Food,Skippy Creamy Peanut Butter (40 oz),FOD-002,37,4.69,173.47
2023-08-14,Textiles,Men's Fleece Hoodie,TXT-002,34,12.1,411.46
2023-08-14,Textiles,Twin Size Sheet Set,TXT-001,24,9.85,236.44
2023-08-21,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-002,8,73.7,589.63
2023-08-21,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,9,58.96,530.61
2023-08-21,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,14,24.02,336.23
2023-08-21,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-003,7,119.08,833.59
2023-08-21,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-001,25,3.13,78.15
2023-08-21,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,25,8,200.06
2023-08-21,Textiles,Men's Regular Fit Jeans,TXT-002,31,15.54,481.76
2023-08-21,Textiles,Queen Size Comforter,TXT-002,25,24.26,606.59
2023-08-28,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,14,55.25,773.51
2023-08-28,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,14,5.8,81.15
2023-08-28,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,9,242.66,2183.9
2023-08-28,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,13,122.9,1597.65
2023-08-28,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-003,10,8.19,81.9
2023-08-28,Food,Coca-Cola Soda (12-pack Cans),FOD-003,28,5.36,149.99
2023-08-28,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,30,1.27,38.06
2023-08-28,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,37,8.85,327.53
2023-08-28,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-003,25,4.58,114.6
2023-08-28,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,23,3.05,70.09
2023-08-28,Textiles,Twin Size Sheet Set,TXT-002,35,9.04,316.5
2023-08-28,Textiles,Women's Skinny Jeans,TXT-002,30,14.06,421.66
2023-09-04,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,11,71.46,786.02
2023-09-04,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,12,23.24,278.85
2023-09-04,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-003,6,132.81,796.87
2023-09-04,Food,Bananas (by the pound),FOD-002,29,0.73,21.08
2023-09-04,Food,Coca-Cola Soda (12-pack Cans),FOD-003,34,5.91,201
2023-09-04,Food,Fresh Strawberries (1 lb),FOD-001,31,2.94,91.09
2023-09-04,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,31,4.15,128.75
2023-09-04,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-003,39,8.68,338.47
2023-09-04,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,19,4.34,82.53
2023-09-04,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,11,2.78,30.62
2023-09-04,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,28,15.69,439.2
2023-09-04,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,20,6.23,124.54
2023-09-04,Textiles,Kids' Graphic Tee,TXT-001,32,2.69,86.04
2023-09-04,Textiles,Men's Fleece Hoodie,TXT-001,27,13.03,351.93
2023-09-04,Textiles,Queen Size Comforter,TXT-002,29,27.14,787.03
2023-09-04,Textiles,Women's Skinny Jeans,TXT-002,15,15.86,237.95
2023-09-11,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-002,9,75.25,677.25
2023-09-11,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,20,53.6,1071.97
2023-09-11,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-002,14,249.71,3495.87
2023-09-11,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-003,8,134,1071.99
2023-09-11,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,12,31.69,380.25
2023-09-11,Textiles,Men's Fleece Hoodie,TXT-001,15,11.78,176.74
2023-09-11,Textiles,Queen Size Comforter,TXT-002,19,23.54,447.24
2023-09-11,Textiles,Twin Size Sheet Set,TXT-002,28,9.28,259.82
2023-09-11,Textiles,Women's Skinny Jeans,TXT-003,31,15.91,493.25
2023-09-11,Textiles,Women's V-Neck T-Shirt,TXT-002,33,3.36,111.01
2023-09-18,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,15,63.97,959.5
2023-09-18,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,9,4.96,44.68
2023-09-18,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,8,22.15,177.21
2023-09-18,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-003,16,89.74,1435.84
2023-09-18,Food,Coca-Cola Soda (12-pack Cans),FOD-001,23,5.85,134.57
2023-09-18,Food,Fresh Strawberries (1 lb),FOD-001,33,2.98,98.22
2023-09-18,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,37,1.28,47.3
2023-09-18,Pharmaceuticals,Advil Tablets (100 ct),PRM-002,13,5.3,68.94
2023-09-18,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,11,17.24,189.68
2023-09-18,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-002,18,5.83,105
2023-09-18,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-002,26,7.51,195.26
2023-09-18,Textiles,Kids' Graphic Tee,TXT-001,23,2.61,60.06
2023-09-18,Textiles,Men's Basic Crewneck T-Shirt,TXT-002,33,3.49,115.05
2023-09-18,Textiles,Men's Regular Fit Jeans,TXT-002,17,15.3,260.04
2023-09-18,Textiles,Twin Size Sheet Set,TXT-002,18,9.75,175.44
2023-09-18,Textiles,Women's V-Neck T-Shirt,TXT-003,23,3.28,75.48
2023-09-25,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,18,71.77,1291.89
2023-09-25,Electronics,Roku Express HD Streaming Media Player,ELC-001,6,21.16,126.97
2023-09-25,Food,Great Value Large Eggs (1 Dozen),FOD-003,21,2.28,47.95
2023-09-25,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,23,8.98,206.54
2023-09-25,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-001,13,17,221.01
2023-09-25,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,14,16.44,230.21
2023-09-25,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-002,17,5.77,98.07
2023-09-25,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,15,8.34,125.04
2023-10-02,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-002,11,86.34,949.69
2023-10-02,Electronics,Roku Express HD Streaming Media Player,ELC-001,5,21.88,109.42
2023-10-02,Food,Fresh Strawberries (1 lb),FOD-001,34,3.1,105.54
2023-10-02,Food,Great Value Large Eggs (1 Dozen),FOD-002,25,2.67,66.68
2023-10-02,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,33,4.24,140.01
2023-10-02,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-001,14,19.25,269.43
2023-10-02,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,28,7.76,217.18
2023-10-02,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,26,5.81,151.03
2023-10-09,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,8,61.85,494.79
2023-10-09,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,8,232.17,1857.35
2023-10-09,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-003,16,79.55,1272.77
2023-10-09,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-003,8,7.83,62.67
2023-10-09,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,7,37.76,264.34
2023-10-09,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,13,5.08,66.04
2023-10-09,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,29,8.38,242.96
2023-10-09,Textiles,Men's Fleece Hoodie,TXT-002,18,12.05,216.85
2023-10-09,Textiles,Women's V-Neck T-Shirt,TXT-003,26,3.33,86.61
2023-10-16,Food,Fresh Strawberries (1 lb),FOD-001,22,3,65.98
2023-10-16,Food,Great Value Large Eggs (1 Dozen),FOD-003,35,2.5,87.45
2023-10-16,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,20,7.82,156.39
2023-10-16,Textiles,Men's Athletic Shorts,TXT-003,35,8.71,304.82
2023-10-16,Textiles,Men's Fleece Hoodie,TXT-002,30,11.47,344.05
2023-10-16,Textiles,Men's Regular Fit Jeans,TXT-002,18,14.2,255.57
2023-10-16,Textiles,Women's Skinny Jeans,TXT-003,30,14.98,449.5
2023-10-23,Food,Great Value Large Eggs (1 Dozen),FOD-003,32,2.49,79.8
2023-10-23,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,38,4.4,167.15
2023-10-23,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,35,1.27,44.29
2023-10-23,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,23,4.84,111.37
2023-10-23,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,15,4.85,72.82
2023-10-23,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-002,22,7.92,174.24
2023-10-23,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-002,24,5.46,130.93
2023-10-23,Textiles,Kids' Graphic Tee,TXT-003,21,2.68,56.37
2023-10-23,Textiles,Men's Fleece Hoodie,TXT-001,31,12.64,391.91
2023-10-23,Textiles,Twin Size Sheet Set,TXT-002,34,10.25,348.38
2023-10-30,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,7,23.81,166.64
2023-10-30,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,5,85.65,428.27
2023-10-30,Electronics,Roku Express HD Streaming Media Player,ELC-001,14,18.45,258.28
2023-10-30,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,12,7.58,90.9
2023-10-30,Food,Bananas (by the pound),FOD-003,38,0.68,25.78
2023-10-30,Food,Fresh Strawberries (1 lb),FOD-002,32,3.04,97.35
2023-10-30,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,30,3.5,104.93
2023-10-30,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,38,3.91,148.51
2023-10-30,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,23,1.3,29.85
2023-10-30,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,28,16.3,456.31
2023-10-30,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,22,7.36,161.83
2023-10-30,Textiles,Twin Size Sheet Set,TXT-002,33,10.94,361.08
2023-10-30,Textiles,Women's Skinny Jeans,TXT-003,24,13.98,335.51
2023-11-06,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,18,74.41,1339.45
2023-11-06,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,13,53.89,700.62
2023-11-06,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,14,85.08,1191.1
2023-11-06,Food,Coca-Cola Soda (12-pack Cans),FOD-003,37,5.15,190.5
2023-11-06,Food,Fresh Strawberries (1 lb),FOD-001,38,3,113.98
2023-11-06,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,40,4.42,176.91
2023-11-06,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,28,1.36,38.06
2023-11-06,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,16,3,47.97
2023-11-06,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,27,14.14,381.84
2023-11-06,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,11,7.68,84.43
2023-11-13,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,13,5.67,73.77
2023-11-13,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,6,273.19,1639.14
2023-11-13,Electronics,Roku Express HD Streaming Media Player,ELC-002,5,18.21,91.06
2023-11-13,Pharmaceuticals,Advil Tablets (100 ct),PRM-002,17,5.51,93.65
2023-11-13,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,24,17.95,430.74
2023-11-13,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,23,3.09,71.03
2023-11-13,Textiles,Kids' Graphic Tee,TXT-003,23,2.98,68.57
2023-11-13,Textiles,Men's Athletic Shorts,TXT-002,22,7.44,163.7
2023-11-13,Textiles,Men's Basic Crewneck T-Shirt,TXT-002,28,3.44,96.24
2023-11-13,Textiles,Men's Regular Fit Jeans,TXT-001,35,14.11,493.87
2023-11-13,Textiles,Queen Size Comforter,TXT-002,23,25.93,596.49
2023-11-20,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,12,6.01,72.12
2023-11-20,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,16,84.58,1353.26
2023-11-20,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,20,130.87,2617.4
2023-11-20,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,15,8.07,121.1
2023-11-20,Food,Bananas (by the pound),FOD-003,40,0.82,32.75
2023-11-20,Food,Fresh Strawberries (1 lb),FOD-002,23,3.02,69.48
2023-11-20,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,28,3.54,99.03
2023-11-20,Food,Skippy Creamy Peanut Butter (40 oz),FOD-002,34,4.4,149.59
2023-11-20,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-001,14,2.76,38.7
2023-11-20,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,17,8.7,147.85
2023-11-20,Textiles,Men's Fleece Hoodie,TXT-001,31,12.39,384.22
2023-11-20,Textiles,Queen Size Comforter,TXT-003,30,26.92,807.68
2023-11-20,Textiles,Twin Size Sheet Set,TXT-001,22,9.22,202.93
2023-11-20,Textiles,Women's V-Neck T-Shirt,TXT-002,27,3.48,94.06
2023-11-27,Food,Great Value Large Eggs (1 Dozen),FOD-003,40,2.32,92.72
2023-11-27,Food,"Great Value Milk (1 Gallon, 2%)",FOD-002,26,3.59,93.33
2023-11-27,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,34,1.3,44.16
2023-11-27,Food,Lay's Classic Potato Chips (Large Bag),FOD-001,40,3.6,143.96
2023-11-27,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-003,33,8.67,286.23
2023-11-27,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,30,5.1,153.08
2023-11-27,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,25,18.85,471.32
2023-11-27,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-002,18,3.22,57.96
2023-11-27,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,15,16.25,243.72
2023-12-04,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,12,53.34,640.14
2023-12-04,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,16,5.15,82.4
2023-12-04,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,12,23.79,285.48
2023-12-04,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-002,14,234.93,3289.06
2023-12-04,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-003,11,80.95,890.45
2023-12-04,Textiles,Kids' Graphic Tee,TXT-001,34,2.9,98.74
2023-12-04,Textiles,Women's V-Neck T-Shirt,TXT-002,31,3.34,103.44
2023-12-11,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,20,63.82,1276.34
2023-12-11,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,5,20.92,104.58
2023-12-11,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-003,13,7.32,95.12
2023-12-11,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,6,33.83,202.98
2023-12-11,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,38,3.98,151.14
2023-12-11,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,34,1.16,39.37
2023-12-11,Food,Lay's Classic Potato Chips (Large Bag),FOD-002,36,3.45,124.31
2023-12-11,Food,Skippy Creamy Peanut Butter (40 oz),FOD-002,36,4.49,161.77
2023-12-11,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-002,12,4.33,51.96
2023-12-11,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-002,23,2.81,64.59
2023-12-11,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-001,10,2.87,28.74
2023-12-11,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,17,15.35,261
2023-12-11,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-002,21,8.13,170.79
2023-12-11,Textiles,Kids' Graphic Tee,TXT-003,18,2.65,47.62
2023-12-11,Textiles,Men's Athletic Shorts,TXT-002,33,7.39,243.8
2023-12-11,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,21,3.81,80.06
2023-12-11,Textiles,Queen Size Comforter,TXT-003,24,26.23,629.57
2023-12-11,Textiles,Women's Skinny Jeans,TXT-003,29,15.45,448.02
2023-12-18,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,14,4.1,57.39
2023-12-18,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-002,11,5.96,65.61
2023-12-18,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,24,5.43,130.32
2023-12-18,Textiles,Kids' Graphic Tee,TXT-003,23,2.86,65.85
2023-12-18,Textiles,Men's Basic Crewneck T-Shirt,TXT-002,26,3.8,98.76
2023-12-18,Textiles,Queen Size Comforter,TXT-003,31,24.07,746.02
2023-12-18,Textiles,Twin Size Sheet Set,TXT-001,25,10.47,261.84
2023-12-25,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,19,23.46,445.65
2023-12-25,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,15,7.45,111.69
2023-12-25,Food,Fresh Strawberries (1 lb),FOD-001,37,3.27,121.03
2023-12-25,Food,Great Value Large Eggs (1 Dozen),FOD-003,22,2.45,53.89
2023-12-25,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,26,3.75,97.61
2023-12-25,Food,Lay's Classic Potato Chips (Large Bag),FOD-002,30,3.81,114.4
2023-12-25,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,30,4.77,143.05
2023-12-25,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,13,19.39,252.13
2023-12-25,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-003,12,4.27,51.26
2023-12-25,Textiles,Bath Towel Set (2-pack),TXT-001,19,7.4,140.56
2023-12-25,Textiles,Men's Athletic Shorts,TXT-002,20,8.4,168
2023-12-25,Textiles,Men's Regular Fit Jeans,TXT-002,33,16.17,533.7
2023-12-25,Textiles,Queen Size Comforter,TXT-002,21,26.84,563.66
2024-01-01,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,18,5.28,94.95
2024-01-01,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,13,21.36,277.73
2024-01-01,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,7,270.87,1896.06
2024-01-01,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,18,83.52,1503.38
2024-01-01,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,5,119.96,599.81
2024-01-01,Food,"Great Value Milk (1 Gallon, 2%)",FOD-002,34,3.59,121.95
2024-01-01,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,30,4.32,129.72
2024-01-01,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,33,1.34,44.36
2024-01-01,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-002,24,4.97,119.27
2024-01-01,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-002,19,2.98,56.64
2024-01-01,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,12,13.62,163.46
2024-01-01,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,29,5.62,163.09
2024-01-01,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,25,5.53,138.25
2024-01-01,Textiles,Men's Athletic Shorts,TXT-002,26,8.26,214.89
2024-01-01,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,18,3.36,60.46
2024-01-01,Textiles,Men's Regular Fit Jeans,TXT-002,24,16.21,389.07
2024-01-01,Textiles,Queen Size Comforter,TXT-003,31,23.5,728.48
2024-01-01,Textiles,Women's V-Neck T-Shirt,TXT-003,24,3.29,79.06
2024-01-08,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,10,4.24,42.38
2024-01-08,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,30,4.55,136.56
2024-01-08,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,22,3.18,70.02
2024-01-08,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,13,15.95,207.32
2024-01-08,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-002,14,5.56,77.87
2024-01-08,Textiles,Kids' Graphic Tee,TXT-001,15,2.74,41.12
2024-01-08,Textiles,Men's Regular Fit Jeans,TXT-002,18,14.8,266.43
2024-01-08,Textiles,Women's V-Neck T-Shirt,TXT-002,20,3.3,65.99
2024-01-15,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,20,79.21,1584.22
2024-01-15,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,18,64.66,1163.84
2024-01-15,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,14,4.99,69.87
2024-01-15,Electronics,Roku Express HD Streaming Media Player,ELC-002,6,19.33,115.95
2024-01-15,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,14,131.81,1845.27
2024-01-15,Textiles,Queen Size Comforter,TXT-002,20,27.01,540.24
2024-01-15,Textiles,Women's Skinny Jeans,TXT-002,30,14.27,428.2
2024-01-22,Food,Fresh Strawberries (1 lb),FOD-002,38,2.89,109.8
2024-01-22,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,28,3.78,105.7
2024-01-29,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-002,5,76.77,383.84
2024-01-29,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,14,5.21,72.91
2024-01-29,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,7,22.74,159.15
