Date,Time,Store_ID,Transaction_ID,Customer_ID,Customer_Type,Category,Product_Name,Quantity,Unit_Cost,Unit_Price,Discount_Rate,Discount_Amount,Subtotal,Tax_Amount,Total_Amount,Gross_Profit,Profit_Margin_Percent,Payment_Method,Day_of_Week,Month,Hour_of_Day,Transaction_Total,Items_Per_Transaction
2024-01-19,14:33:00,Store_B,Store_B_T000825,CUST_0481,Returning,Food,Olive Oil (500ml),3,4,10.48,0,0,31.43,2.51,33.94,19.43,61.8,Mobile Payment,Friday,January,14,244.46,2
2024-01-19,15:02:00,Store_B,Store_B_T000806,CUST_7097,New,Textiles,Bath Towel,1,4,15.48,0,0,15.48,1.24,16.72,11.48,74.2,Debit Card,Friday,January,15,21.61,2
2024-01-19,15:02:00,Store_B,Store_B_T000806,CUST_7097,New,Food,Greek Yogurt,1,1.8,4.53,0,0,4.53,0.36,4.89,2.73,60.2,Debit Card,Friday,January,15,21.61,2
2024-01-19,15:06:00,Store_B,Store_B_T000834,CUST_0363,Returning,Food,Greek Yogurt,1,1.8,4.29,0,0,4.29,0.34,4.64,2.49,58.1,Credit Card,Friday,January,15,177.96,2
2024-01-19,15:06:00,Store_B,Store_B_T000834,CUST_0363,Returning,Textiles,Winter Jacket,2,25,80.24,0,0,160.49,12.84,173.32,110.49,68.8,Credit Card,Friday,January,15,177.96,2
2024-01-19,15:14:00,Store_B,Store_B_T000819,CUST_0164,Returning,Pharmaceuticals,Allergy Medicine,1,6,19.58,0,0,19.58,1.57,21.14,13.58,69.3,Mobile Payment,Friday,January,15,48.44,2
2024-01-19,15:14:00,Store_B,Store_B_T000819,CUST_0164,Returning,Pharmaceuticals,First Aid Kit,1,8,25.27,0,0,25.27,2.02,27.29,17.27,68.3,Mobile Payment,Friday,January,15,48.44,2
2024-01-19,15:17:00,Store_B,Store_B_T000828,CUST_6822,New,Textiles,Athletic Shorts,1,6,20.19,7.7,1.56,18.63,1.49,20.12,12.63,67.8,Cash,Friday,January,15,20.12,1
2024-01-19,15:20:00,Store_B,Store_B_T000814,CUST_0222,Returning,Pharmaceuticals,First Aid Kit,1,8,23.8,0,0,23.8,1.9,25.7,15.8,66.4,Gift Card,Friday,January,15,59.56,3
2024-01-19,15:20:00,Store_B,Store_B_T000814,CUST_0222,Returning,Food,Organic Milk (1L),1,2,4.77,0,0,4.77,0.38,5.15,2.77,58,Gift Card,Friday,January,15,59.56,3
2024-01-19,15:20:00,Store_B,Store_B_T000814,CUST_0222,Returning,Electronics,Tablet Case,1,10,30.87,13.9,4.29,26.58,2.13,28.71,16.58,62.4,Gift Card,Friday,January,15,59.56,3
2024-01-19,16:26:00,Store_B,Store_B_T000816,CUST_0352,Returning,Electronics,USB Flash Drive,1,8,25.9,19.8,5.12,20.78,1.66,22.44,12.78,61.5,Debit Card,Friday,January,16,22.44,1
2024-01-19,16:44:00,Store_B,Store_B_T000833,CUST_0370,Returning,Food,Whole Wheat Bread,2,1.5,4.1,0,0,8.21,0.66,8.86,5.21,63.4,Gift Card,Friday,January,16,8.86,1
2024-01-19,17:43:00,Store_B,Store_B_T000818,CUST_0448,Returning,Electronics,Phone Charger,1,5,20.54,0,0,20.54,1.64,22.18,15.54,75.7,Mobile Payment,Friday,January,17,36.38,2
2024-01-19,17:43:00,Store_B,Store_B_T000818,CUST_0448,Returning,Textiles,Men's Basic T-Shirt,1,3.5,13.15,0,0,13.15,1.05,14.2,9.65,73.4,Mobile Payment,Friday,January,17,36.38,2
2024-01-19,18:00:00,Store_B,Store_B_T000804,CUST_7211,New,Textiles,Winter Jacket,1,25,81.1,0,0,81.1,6.49,87.59,56.1,69.2,Credit Card,Friday,January,18,108.15,2
2024-01-19,18:00:00,Store_B,Store_B_T000804,CUST_7211,New,Electronics,Phone Charger,1,5,19.03,0,0,19.03,1.52,20.56,14.03,73.7,Credit Card,Friday,January,18,108.15,2
2024-01-19,18:01:00,Store_B,Store_B_T000823,CUST_0375,Returning,Textiles,Men's Basic T-Shirt,1,3.5,13.4,0,0,13.4,1.07,14.47,9.9,73.9,Mobile Payment,Friday,January,18,66.61,2
2024-01-19,18:01:00,Store_B,Store_B_T000823,CUST_0375,Returning,Textiles,Cotton Bedsheet Set,1,15,48.27,0,0,48.27,3.86,52.13,33.27,68.9,Mobile Payment,Friday,January,18,66.61,2
2024-01-19,18:27:00,Store_B,Store_B_T000837,CUST_0449,Returning,Textiles,Dress Shirt,1,10,34.53,0,0,34.53,2.76,37.29,24.53,71,Credit Card,Friday,January,18,47.67,2
2024-01-19,18:27:00,Store_B,Store_B_T000837,CUST_0449,Returning,Food,Olive Oil (500ml),1,4,9.61,0,0,9.61,0.77,10.38,5.61,58.4,Credit Card,Friday,January,18,47.67,2
2024-01-19,21:02:00,Store_B,Store_B_T000829,CUST_0029,Returning,Pharmaceuticals,Thermometer,3,12,31.14,0,0,93.42,7.47,100.89,57.42,61.5,Debit Card,Friday,January,21,115.16,2
2024-01-19,21:02:00,Store_B,Store_B_T000829,CUST_0029,Returning,Pharmaceuticals,Cough Syrup,1,3,13.21,0,0,13.21,1.06,14.27,10.21,77.3,Debit Card,Friday,January,21,115.16,2
2024-01-19,21:05:00,Store_B,Store_B_T000807,CUST_0407,Returning,Textiles,Athletic Shorts,1,6,19.69,0,0,19.69,1.58,21.26,13.69,69.5,Cash,Friday,January,21,52.21,2
2024-01-19,21:05:00,Store_B,Store_B_T000807,CUST_0407,Returning,Textiles,Kids' Jeans,1,12,28.65,0,0,28.65,2.29,30.94,16.65,58.1,Cash,Friday,January,21,52.21,2
2024-01-19,21:11:00,Store_B,Store_B_T000803,CUST_0360,Returning,Electronics,Power Bank,1,20,50.39,0,0,50.39,4.03,54.42,30.39,60.3,Debit Card,Friday,January,21,54.42,1
2024-01-19,21:37:00,Store_B,Store_B_T000836,CUST_0131,Returning,Textiles,Kids' Jeans,1,12,28.99,0,0,28.99,2.32,31.31,16.99,58.6,Credit Card,Friday,January,21,51.87,2
2024-01-19,21:37:00,Store_B,Store_B_T000836,CUST_0131,Returning,Pharmaceuticals,Allergy Medicine,1,6,19.04,0,0,19.04,1.52,20.56,13.04,68.5,Credit Card,Friday,January,21,51.87,2
2024-01-19,21:54:00,Store_B,Store_B_T000832,CUST_0004,Returning,Electronics,Smart Watch,1,80,206.61,0,0,206.61,16.53,223.14,126.61,61.3,Mobile Payment,Friday,January,21,223.14,1
2024-01-20,08:04:00,Store_B,Store_B_T000854,CUST_0308,Returning,Food,Whole Wheat Bread,1,1.5,3.99,6.1,0.24,3.75,0.3,4.05,2.25,60,Credit Card,Saturday,January,8,4.05,1
2024-01-20,08:10:00,Store_B,Store_B_T000845,CUST_0132,Returning,Electronics,Tablet Case,1,10,31.14,0,0,31.14,2.49,33.64,21.14,67.9,Debit Card,Saturday,January,8,33.64,1
2024-01-20,08:22:00,Store_B,Store_B_T000853,CUST_0350,Returning,Electronics,Portable Speaker,2,35,102.55,0,0,205.1,16.41,221.51,135.1,65.9,Credit Card,Saturday,January,8,243.22,2
2024-01-20,08:22:00,Store_B,Store_B_T000853,CUST_0350,Returning,Food,Olive Oil (500ml),2,4,10.05,0,0,20.1,1.61,21.71,12.1,60.2,Credit Card,Saturday,January,8,243.22,2
2024-01-20,08:38:00,Store_B,Store_B_T000876,CUST_0312,Returning,Pharmaceuticals,Allergy Medicine,1,6,18.35,0,0,18.35,1.47,19.82,12.35,67.3,Credit Card,Saturday,January,8,28.68,2
2024-01-20,08:38:00,Store_B,Store_B_T000876,CUST_0312,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,9.27,11.5,1.06,8.21,0.66,8.86,5.71,69.5,Credit Card,Saturday,January,8,28.68,2
2024-01-20,08:47:00,Store_B,Store_B_T000857,CUST_0349,Returning,Electronics,Tablet Case,2,10,29,0,0,58.01,4.64,62.65,38.01,65.5,Debit Card,Saturday,January,8,89.82,2
2024-01-20,08:47:00,Store_B,Store_B_T000857,CUST_0349,Returning,Electronics,USB Flash Drive,1,8,25.16,0,0,25.16,2.01,27.17,17.16,68.2,Debit Card,Saturday,January,8,89.82,2
2024-01-20,09:00:00,Store_B,Store_B_T000866,CUST_0326,Returning,Textiles,Men's Basic T-Shirt,1,3.5,12.87,0,0,12.87,1.03,13.9,9.37,72.8,Credit Card,Saturday,January,9,47.18,2
2024-01-20,09:00:00,Store_B,Store_B_T000866,CUST_0326,Returning,Textiles,Kids' Jeans,1,12,30.81,0,0,30.81,2.47,33.28,18.81,61.1,Credit Card,Saturday,January,9,47.18,2
2024-01-20,09:15:00,Store_B,Store_B_T000888,CUST_0068,Returning,Food,Whole Wheat Bread,1,1.5,3.9,0,0,3.9,0.31,4.21,2.4,61.5,Cash,Saturday,January,9,26.81,2
2024-01-20,09:15:00,Store_B,Store_B_T000888,CUST_0068,Returning,Textiles,Athletic Shorts,1,6,20.92,0,0,20.92,1.67,22.6,14.92,71.3,Cash,Saturday,January,9,26.81,2
2024-01-20,10:25:00,Store_B,Store_B_T000856,CUST_0444,Returning,Pharmaceuticals,First Aid Kit,1,8,25.54,0,0,25.54,2.04,27.58,17.54,68.7,Credit Card,Saturday,January,10,27.58,1
2024-01-20,10:46:00,Store_B,Store_B_T000887,CUST_0302,Returning,Electronics,Bluetooth Headphones,1,25,78.27,0,0,78.27,6.26,84.53,53.27,68.1,Cash,Saturday,January,10,145.13,3
2024-01-20,10:46:00,Store_B,Store_B_T000887,CUST_0302,Returning,Electronics,USB Flash Drive,2,8,24.66,0,0,49.32,3.95,53.27,33.32,67.6,Cash,Saturday,January,10,145.13,3
2024-01-20,10:46:00,Store_B,Store_B_T000887,CUST_0302,Returning,Food,Breakfast Cereal,1,2.5,6.79,0,0,6.79,0.54,7.33,4.29,63.2,Cash,Saturday,January,10,145.13,3
2024-01-20,10:56:00,Store_B,Store_B_T000840,CUST_0103,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,8.95,0,0,8.95,0.72,9.67,6.45,72.1,Credit Card,Saturday,January,10,122.88,2
2024-01-20,10:56:00,Store_B,Store_B_T000840,CUST_0103,Returning,Textiles,Cotton Bedsheet Set,2,15,52.41,0,0,104.83,8.39,113.21,74.83,71.4,Credit Card,Saturday,January,10,122.88,2
2024-01-20,11:05:00,Store_B,Store_B_T000886,CUST_0008,Returning,Pharmaceuticals,Thermometer,2,12,28.96,0,0,57.93,4.63,62.56,33.93,58.6,Debit Card,Saturday,January,11,65.68,2
2024-01-20,11:05:00,Store_B,Store_B_T000886,CUST_0008,Returning,Food,Pasta Pack,1,1,2.89,0,0,2.89,0.23,3.12,1.89,65.4,Debit Card,Saturday,January,11,65.68,2
2024-01-20,11:08:00,Store_B,Store_B_T000871,CUST_7233,New,Pharmaceuticals,Hand Sanitizer,1,1.5,4.85,0,0,4.85,0.39,5.24,3.35,69.1,Mobile Payment,Saturday,January,11,19.95,2
2024-01-20,11:08:00,Store_B,Store_B_T000871,CUST_7233,New,Food,Chicken Breast (1kg),1,6,13.63,0,0,13.63,1.09,14.72,7.63,56,Mobile Payment,Saturday,January,11,19.95,2
2024-01-20,11:24:00,Store_B,Store_B_T000861,CUST_0106,Returning,Textiles,Dress Shirt,1,10,35.88,0,0,35.88,2.87,38.75,25.88,72.1,Debit Card,Saturday,January,11,38.75,1
2024-01-20,11:53:00,Store_B,Store_B_T000850,CUST_0185,Returning,Pharmaceuticals,Pain Relief Tablets,2,2.5,8.72,0,0,17.44,1.4,18.84,12.44,71.3,Debit Card,Saturday,January,11,51.82,2
2024-01-20,11:53:00,Store_B,Store_B_T000850,CUST_0185,Returning,Textiles,Kids' Jeans,1,12,30.54,0,0,30.54,2.44,32.99,18.54,60.7,Debit Card,Saturday,January,11,51.82,2
2024-01-20,12:51:00,Store_B,Store_B_T000841,CUST_0498,Returning,Food,Fresh Apples (1kg),3,2.5,6.27,0,0,18.82,1.51,20.33,11.32,60.2,Cash,Saturday,January,12,74.55,2
2024-01-20,12:51:00,Store_B,Store_B_T000841,CUST_0498,Returning,Pharmaceuticals,First Aid Kit,2,8,25.1,0,0,50.2,4.02,54.22,34.2,68.1,Cash,Saturday,January,12,74.55,2
2024-01-20,13:16:00,Store_B,Store_B_T000847,CUST_0258,Returning,Electronics,Wireless Mouse,3,15,41.37,0,0,124.1,9.93,134.03,79.1,63.7,Cash,Saturday,January,13,181.99,2
2024-01-20,13:16:00,Store_B,Store_B_T000847,CUST_0258,Returning,Textiles,Bath Towel,3,4,14.8,0,0,44.4,3.55,47.95,32.4,73,Cash,Saturday,January,13,181.99,2
2024-01-20,14:26:00,Store_B,Store_B_T000879,CUST_0432,Returning,Pharmaceuticals,First Aid Kit,2,8,25.64,0,0,51.28,4.1,55.38,35.28,68.8,Credit Card,Saturday,January,14,60.73,2
2024-01-20,14:26:00,Store_B,Store_B_T000879,CUST_0432,Returning,Food,Organic Milk (1L),1,2,4.95,0,0,4.95,0.4,5.34,2.95,59.6,Credit Card,Saturday,January,14,60.73,2
2024-01-20,14:27:00,Store_B,Store_B_T000842,CUST_0479,Returning,Electronics,USB Flash Drive,1,8,25.62,0,0,25.62,2.05,27.66,17.62,68.8,Cash,Saturday,January,14,39.3,2
2024-01-20,14:27:00,Store_B,Store_B_T000842,CUST_0479,Returning,Pharmaceuticals,Cough Syrup,1,3,13.11,17.8,2.33,10.77,0.86,11.64,7.77,72.2,Cash,Saturday,January,14,39.3,2
2024-01-20,14:27:00,Store_B,Store_B_T000851,CUST_0499,Returning,Food,Whole Wheat Bread,1,1.5,4.13,0,0,4.13,0.33,4.46,2.63,63.6,Cash,Saturday,January,14,69.06,2
2024-01-20,14:27:00,Store_B,Store_B_T000851,CUST_0499,Returning,Textiles,Kids' Jeans,2,12,29.91,0,0,59.82,4.79,64.61,35.82,59.9,Cash,Saturday,January,14,69.06,2
2024-01-20,14:27:00,Store_B,Store_B_T000864,CUST_0361,Returning,Textiles,Winter Jacket,2,25,78.7,0,0,157.39,12.59,169.98,107.39,68.2,Debit Card,Saturday,January,14,201.34,2
2024-01-20,14:27:00,Store_B,Store_B_T000864,CUST_0361,Returning,Electronics,Tablet Case,1,10,29.03,0,0,29.03,2.32,31.35,19.03,65.6,Debit Card,Saturday,January,14,201.34,2
2024-01-20,14:42:00,Store_B,Store_B_T000868,CUST_0082,Returning,Textiles,Cotton Bedsheet Set,1,15,51.54,0,0,51.54,4.12,55.66,36.54,70.9,Credit Card,Saturday,January,14,116.44,3
2024-01-20,14:42:00,Store_B,Store_B_T000868,CUST_0082,Returning,Electronics,Tablet Case,1,10,30.37,0,0,30.37,2.43,32.8,20.37,67.1,Credit Card,Saturday,January,14,116.44,3
2024-01-20,14:42:00,Store_B,Store_B_T000868,CUST_0082,Returning,Textiles,Women's Blouse,1,8,25.9,0,0,25.9,2.07,27.97,17.9,69.1,Credit Card,Saturday,January,14,116.44,3
2024-01-20,15:41:00,Store_B,Store_B_T000878,CUST_0342,Returning,Textiles,Winter Jacket,1,25,81.98,0,0,81.98,6.56,88.54,56.98,69.5,Credit Card,Saturday,January,15,116.61,2
2024-01-20,15:41:00,Store_B,Store_B_T000878,CUST_0342,Returning,Pharmaceuticals,First Aid Kit,1,8,25.99,0,0,25.99,2.08,28.07,17.99,69.2,Credit Card,Saturday,January,15,116.61,2
2024-01-20,15:45:00,Store_B,Store_B_T000849,CUST_0466,Returning,Electronics,Portable Speaker,1,35,100.53,0,0,100.53,8.04,108.58,65.53,65.2,Credit Card,Saturday,January,15,108.58,1
2024-01-20,15:52:00,Store_B,Store_B_T000870,CUST_0068,Returning,Electronics,Smart Watch,1,80,205.65,0,0,205.65,16.45,222.1,125.65,61.1,Cash,Saturday,January,15,242.76,2
2024-01-20,15:52:00,Store_B,Store_B_T000870,CUST_0068,Returning,Textiles,Athletic Shorts,1,6,19.13,0,0,19.13,1.53,20.66,13.13,68.6,Cash,Saturday,January,15,242.76,2
2024-01-20,16:11:00,Store_B,Store_B_T000882,CUST_0285,Returning,Pharmaceuticals,Bandages Pack,2,2,7.04,0,0,14.08,1.13,15.21,10.08,71.6,Mobile Payment,Saturday,January,16,15.21,1
2024-01-20,16:14:00,Store_B,Store_B_T000884,CUST_8174,New,Food,Whole Wheat Bread,1,1.5,3.94,0,0,3.94,0.31,4.25,2.44,61.9,Cash,Saturday,January,16,7.54,2
2024-01-20,16:14:00,Store_B,Store_B_T000884,CUST_8174,New,Food,Pasta Pack,1,1,3.05,0,0,3.05,0.24,3.29,2.05,67.2,Cash,Saturday,January,16,7.54,2
2024-01-20,17:13:00,Store_B,Store_B_T000858,CUST_0375,Returning,Textiles,Cotton Bedsheet Set,1,15,51.36,0,0,51.36,4.11,55.47,36.36,70.8,Credit Card,Saturday,January,17,58.27,2
2024-01-20,17:13:00,Store_B,Store_B_T000858,CUST_0375,Returning,Food,Pasta Pack,1,1,3.03,14.3,0.43,2.6,0.21,2.8,1.6,61.5,Credit Card,Saturday,January,17,58.27,2
2024-01-20,17:24:00,Store_B,Store_B_T000843,CUST_0466,Returning,Pharmaceuticals,Bandages Pack,1,2,7.33,0,0,7.33,0.59,7.92,5.33,72.7,Cash,Saturday,January,17,17.74,2
2024-01-20,17:24:00,Store_B,Store_B_T000843,CUST_0466,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,9.09,0,0,9.09,0.73,9.82,6.59,72.5,Cash,Saturday,January,17,17.74,2
2024-01-20,17:32:00,Store_B,Store_B_T000877,CUST_0494,Returning,Textiles,Kids' Jeans,1,12,29.87,0,0,29.87,2.39,32.26,17.87,59.8,Mobile Payment,Saturday,January,17,117,3
2024-01-20,17:32:00,Store_B,Store_B_T000877,CUST_0494,Returning,Textiles,Women's Blouse,3,8,24.54,0,0,73.63,5.89,79.52,49.63,67.4,Mobile Payment,Saturday,January,17,117,3
2024-01-20,17:32:00,Store_B,Store_B_T000877,CUST_0494,Returning,Food,Organic Milk (1L),1,2,4.83,0,0,4.83,0.39,5.22,2.83,58.6,Mobile Payment,Saturday,January,17,117,3
2024-01-20,17:42:00,Store_B,Store_B_T000860,CUST_8484,New,Electronics,Wireless Mouse,3,15,40.22,0,0,120.67,9.65,130.33,75.67,62.7,Credit Card,Saturday,January,17,130.33,1
2024-01-20,17:58:00,Store_B,Store_B_T000872,CUST_0346,Returning,Food,Fresh Apples (1kg),1,2.5,5.89,0,0,5.89,0.47,6.36,3.39,57.6,Debit Card,Saturday,January,17,104.79,2
2024-01-20,17:58:00,Store_B,Store_B_T000872,CUST_0346,Returning,Textiles,Kids' Jeans,3,12,30.38,0,0,91.14,7.29,98.43,55.14,60.5,Debit Card,Saturday,January,17,104.79,2
2024-01-20,18:02:00,Store_B,Store_B_T000846,CUST_0429,Returning,Textiles,Athletic Shorts,3,6,20.4,0,0,61.19,4.9,66.09,43.19,70.6,Debit Card,Saturday,January,18,75.43,2
2024-01-20,18:02:00,Store_B,Store_B_T000846,CUST_0429,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,8.65,0,0,8.65,0.69,9.34,6.15,71.1,Debit Card,Saturday,January,18,75.43,2
2024-01-20,18:14:00,Store_B,Store_B_T000873,CUST_0406,Returning,Food,Chicken Breast (1kg),1,6,13.5,0,0,13.5,1.08,14.58,7.5,55.6,Gift Card,Saturday,January,18,106.76,3
2024-01-20,18:14:00,Store_B,Store_B_T000873,CUST_0406,Returning,Textiles,Dress Shirt,1,10,33.93,0,0,33.93,2.71,36.64,23.93,70.5,Gift Card,Saturday,January,18,106.76,3
2024-01-20,18:14:00,Store_B,Store_B_T000873,CUST_0406,Returning,Textiles,Cotton Bedsheet Set,1,15,51.42,0,0,51.42,4.11,55.53,36.42,70.8,Gift Card,Saturday,January,18,106.76,3
2024-01-20,18:48:00,Store_B,Store_B_T000863,CUST_0153,Returning,Electronics,Bluetooth Headphones,2,25,82.16,0,0,164.32,13.15,177.46,114.32,69.6,Credit Card,Saturday,January,18,198.73,2
2024-01-20,18:48:00,Store_B,Store_B_T000863,CUST_0153,Returning,Electronics,Phone Charger,1,5,19.69,0,0,19.69,1.58,21.27,14.69,74.6,Credit Card,Saturday,January,18,198.73,2
2024-01-20,18:54:00,Store_B,Store_B_T000883,CUST_0420,Returning,Textiles,Dress Shirt,1,10,34.9,0,0,34.9,2.79,37.69,24.9,71.3,Cash,Saturday,January,18,125.34,2
2024-01-20,18:54:00,Store_B,Store_B_T000883,CUST_0420,Returning,Electronics,Bluetooth Headphones,1,25,81.16,0,0,81.16,6.49,87.65,56.16,69.2,Cash,Saturday,January,18,125.34,2
2024-01-20,19:25:00,Store_B,Store_B_T000862,CUST_9210,New,Food,Greek Yogurt,1,1.8,4.71,0,0,4.71,0.38,5.09,2.91,61.8,Mobile Payment,Saturday,January,19,33.16,2
2024-01-20,19:25:00,Store_B,Store_B_T000862,CUST_9210,New,Textiles,Women's Blouse,1,8,25.99,0,0,25.99,2.08,28.07,17.99,69.2,Mobile Payment,Saturday,January,19,33.16,2
2024-01-20,19:36:00,Store_B,Store_B_T000867,CUST_5703,New,Food,Whole Wheat Bread,1,1.5,4,0,0,4,0.32,4.32,2.5,62.5,Mobile Payment,Saturday,January,19,108.91,2
2024-01-20,19:36:00,Store_B,Store_B_T000867,CUST_5703,New,Electronics,Power Bank,2,20,48.42,0,0,96.85,7.75,104.6,56.85,58.7,Mobile Payment,Saturday,January,19,108.91,2
2024-01-20,19:45:00,Store_B,Store_B_T000852,CUST_0027,Returning,Pharmaceuticals,Vitamin C Supplements,3,5,15.89,0,0,47.66,3.81,51.47,32.66,68.5,Debit Card,Saturday,January,19,68.53,2
2024-01-20,19:45:00,Store_B,Store_B_T000852,CUST_0027,Returning,Pharmaceuticals,Pain Relief Tablets,2,2.5,9.37,15.7,2.95,15.79,1.26,17.05,10.79,68.3,Debit Card,Saturday,January,19,68.53,2
2024-01-20,20:01:00,Store_B,Store_B_T000869,CUST_0167,Returning,Textiles,Dress Shirt,1,10,33.71,0,0,33.71,2.7,36.41,23.71,70.3,Mobile Payment,Saturday,January,20,70.9,2
2024-01-20,20:01:00,Store_B,Store_B_T000869,CUST_0167,Returning,Pharmaceuticals,Vitamin C Supplements,2,5,15.97,0,0,31.94,2.56,34.49,21.94,68.7,Mobile Payment,Saturday,January,20,70.9,2
2024-01-20,20:06:00,Store_B,Store_B_T000875,CUST_5063,New,Pharmaceuticals,Thermometer,1,12,30.34,11.4,3.45,26.9,2.15,29.05,14.9,55.4,Mobile Payment,Saturday,January,20,29.05,1
2024-01-20,20:07:00,Store_B,Store_B_T000844,CUST_0051,Returning,Textiles,Kids' Jeans,1,12,31.28,0,0,31.28,2.5,33.78,19.28,61.6,Cash,Saturday,January,20,33.78,1
2024-01-20,20:27:00,Store_B,Store_B_T000859,CUST_0090,Returning,Food,Olive Oil (500ml),1,4,10.39,0,0,10.39,0.83,11.23,6.39,61.5,Debit Card,Saturday,January,20,17.58,2
2024-01-20,20:27:00,Store_B,Store_B_T000859,CUST_0090,Returning,Food,Breakfast Cereal,1,2.5,6.8,13.4,0.91,5.89,0.47,6.36,3.39,57.5,Debit Card,Saturday,January,20,17.58,2
2024-01-20,21:10:00,Store_B,Store_B_T000848,CUST_9179,New,Pharmaceuticals,Thermometer,2,12,28.63,0,0,57.25,4.58,61.83,33.25,58.1,Debit Card,Saturday,January,21,114.49,2
2024-01-20,21:10:00,Store_B,Store_B_T000848,CUST_9179,New,Textiles,Cotton Bedsheet Set,1,15,48.75,0,0,48.75,3.9,52.65,33.75,69.2,Debit Card,Saturday,January,21,114.49,2
2024-01-20,21:22:00,Store_B,Store_B_T000874,CUST_0420,Returning,Textiles,Bath Towel,3,4,15.26,0,0,45.79,3.66,49.45,33.79,73.8,Debit Card,Saturday,January,21,107.93,3
2024-01-20,21:22:00,Store_B,Store_B_T000874,CUST_0420,Returning,Food,Organic Milk (1L),1,2,4.88,0,0,4.88,0.39,5.28,2.88,59.1,Debit Card,Saturday,January,21,107.93,3
2024-01-20,21:22:00,Store_B,Store_B_T000874,CUST_0420,Returning,Electronics,Power Bank,1,20,49.26,0,0,49.26,3.94,53.2,29.26,59.4,Debit Card,Saturday,January,21,107.93,3
2024-01-20,21:33:00,Store_B,Store_B_T000885,CUST_0265,Returning,Electronics,Tablet Case,1,10,30.49,0,0,30.49,2.44,32.93,20.49,67.2,Credit Card,Saturday,January,21,49.35,2
2024-01-20,21:33:00,Store_B,Store_B_T000885,CUST_0265,Returning,Pharmaceuticals,Hand Sanitizer,3,1.5,5.07,0,0,15.21,1.22,16.42,10.71,70.4,Credit Card,Saturday,January,21,49.35,2
2024-01-20,21:35:00,Store_B,Store_B_T000865,CUST_0406,Returning,Textiles,Kids' Jeans,3,12,30.67,0,0,92.02,7.36,99.38,56.02,60.9,Credit Card,Saturday,January,21,182.96,2
2024-01-20,21:35:00,Store_B,Store_B_T000865,CUST_0406,Returning,Pharmaceuticals,First Aid Kit,3,8,25.8,0,0,77.39,6.19,83.58,53.39,69,Credit Card,Saturday,January,21,182.96,2
2024-01-20,21:38:00,Store_B,Store_B_T000880,CUST_0220,Returning,Textiles,Kids' Jeans,1,12,30.35,0,0,30.35,2.43,32.77,18.35,60.5,Credit Card,Saturday,January,21,32.77,1
2024-01-20,21:55:00,Store_B,Store_B_T000855,CUST_9600,New,Food,Organic Milk (1L),2,2,5.01,0,0,10.01,0.8,10.81,6.01,60,Credit Card,Saturday,January,21,20.52,2
2024-01-20,21:55:00,Store_B,Store_B_T000855,CUST_9600,New,Food,Pasta Pack,3,1,2.99,0,0,8.98,0.72,9.7,5.98,66.6,Credit Card,Saturday,January,21,20.52,2
2024-01-20,21:57:00,Store_B,Store_B_T000881,CUST_6641,New,Pharmaceuticals,Pain Relief Tablets,1,2.5,9.32,0,0,9.32,0.75,10.06,6.82,73.2,Gift Card,Saturday,January,21,13.29,2
2024-01-20,21:57:00,Store_B,Store_B_T000881,CUST_6641,New,Food,Pasta Pack,1,1,2.99,0,0,2.99,0.24,3.23,1.99,66.6,Gift Card,Saturday,January,21,13.29,2
2024-01-21,08:10:00,Store_B,Store_B_T000896,CUST_0260,Returning,Pharmaceuticals,Vitamin C Supplements,1,5,15.57,0,0,15.57,1.25,16.82,10.57,67.9,Cash,Sunday,January,8,16.82,1
2024-01-21,08:31:00,Store_B,Store_B_T000920,CUST_0042,Returning,Electronics,USB Flash Drive,1,8,24.06,0,0,24.06,1.92,25.98,16.06,66.7,Debit Card,Sunday,January,8,125.31,3
2024-01-21,08:31:00,Store_B,Store_B_T000920,CUST_0042,Returning,Electronics,Wireless Mouse,2,15,41.52,0,0,83.04,6.64,89.69,53.04,63.9,Debit Card,Sunday,January,8,125.31,3
2024-01-21,08:31:00,Store_B,Store_B_T000920,CUST_0042,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,8.93,0,0,8.93,0.71,9.64,6.43,72,Debit Card,Sunday,January,8,125.31,3
2024-01-21,08:52:00,Store_B,Store_B_T000904,CUST_8664,New,Electronics,Smart Watch,1,80,194.11,0,0,194.11,15.53,209.64,114.11,58.8,Gift Card,Sunday,January,8,256.12,2
2024-01-21,08:52:00,Store_B,Store_B_T000904,CUST_8664,New,Textiles,Cotton Bedsheet Set,1,15,51.55,16.5,8.51,43.04,3.44,46.48,28.04,65.1,Gift Card,Sunday,January,8,256.12,2
2024-01-21,09:59:00,Store_B,Store_B_T000929,CUST_6472,New,Electronics,Wireless Mouse,1,15,41.29,0,0,41.29,3.3,44.59,26.29,63.7,Credit Card,Sunday,January,9,86.37,3
2024-01-21,09:59:00,Store_B,Store_B_T000929,CUST_6472,New,Textiles,Men's Basic T-Shirt,1,3.5,13.39,0,0,13.39,1.07,14.46,9.89,73.9,Credit Card,Sunday,January,9,86.37,3
